  260,19941118,   97
  260,19941119,  114
  260,19941120,  135
  260,19941121,   88
  260,19941122,   80
  260,19941123,  106
  260,19941124,   92
  260,19941125,   70
  260,19941126,  112
  260,19941127,   99
  260,19941128,   84
  260,19941129,   63
  260,19941130,   55
  260,19941201,   31
  260,19941202,   20
  260,19941203,   80
  260,19941204,   96
  260,19941205,   95
  260,19941206,   74
  260,19941207,   69
  260,19941208,   86
  260,19941209,   55
  260,19941210,   64
  260,19941211,  129
  260,19941212,  126
  260,19941213,   99
  260,19941214,   29
  260,19941215,    0
  260,19941216,   30
  260,19941217,   29
  260,19941218,   60
  260,19941219,   53
  260,19941220,   31
  260,19941221,   19
  260,19941222,  -10
  260,19941223,  -15
  260,19941224,  -41
  260,19941225,  -28
  260,19941226,   17
  260,19941227,   93
  260,19941228,  125
  260,19941229,  109
  260,19941230,   67
  260,19941231,   50
